AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn,가입기간,이탈여부,장기고객,요금제
92,14.450433995442438,1329.4399275807043,Premium,Electronic check,No,Both,Yes,Mobile,28.52971754638057,86.4871522254564,13,Sci-Fi,4.273449537731969,8,Female,17,No,,Z8H53DC791,0,92,0,True,Standard
16,8.143147125721573,82.78007282338365,Premium,Credit card,Yes,Both,No,Mobile,10.622393078983553,127.70950212604666,13,Sci-Fi,2.18336052939857,3,Female,10,Yes,,MSSFBJYVA5,1,16,0,True,Basic
47,8.922393723561846,419.3525050074068,Standard,Mailed check,No,Movies,No,Tablet,73.62037860816821,8.829009066615566,28,Comedy,,6,Male,8,Yes,Yes,UMFLMSRD0Q,0,47,0,True,Basic
40,17.499150732359446,544.3101775343553,Standard,Electronic check,Yes,TV Shows,Yes,Tablet,50.64904199381602,39.2363328695568,13,Sci-Fi,3.5387373848341848,0,Male,18,No,No,YSBXJUEX0T,1,40,0,True,Standard
81,10.975714331761695,889.0328608726974,Premium,Bank transfer,Yes,TV Shows,Yes,Computer,52.81751038987911,86.23345361085529,19,Sci-Fi,3.020792195384864,1,Male,19,No,,4RAT7BS0L4,0,81,0,True,Basic
118,10.477516749557084,,Basic,,Yes,Both,Yes,Computer,79.08750055975538,144.7643052447273,33,Comedy,4.928149986125957,5,Male,7,No,,QMSBTHUBOD,0,118,1,True,Basic
13,18.409014051747683,239.31718267271987,Standard,Credit card,No,TV Shows,Yes,TV,47.96707723349319,69.8504778399645,21,Fantasy,4.09182405463898,0,,2,No,,1LI3AQJFP6,0,13,0,True,Premium
103,16.198210690955932,,Standard,Bank transfer,Yes,Movies,No,,79.29743069080952,128.92730655491255,16,,3.888005639689029,5,Male,16,Yes,,P0UW71OPWI,0,103,0,True,Standard
82,14.215460489603572,1165.667760147493,Premium,Electronic check,No,Movies,Yes,Computer,42.712520469784096,153.30210340965007,1,Action,4.145493421814485,3,Male,15,No,,4C9VVJ76OX,0,82,0,True,Standard
2,6.895624252307624,13.791248504615249,Basic,Electronic check,No,TV Shows,Yes,,19.318532654455844,124.1554327377488,22,Fantasy,,0,Male,16,No,No,D36302KBBA,0,2,1,False,Basic
